dataset,model,regime,seed,test_accuracy,test_accuracy_dedup,test_accuracy_nbr_covered,val_accuracy,epochs_run,split_index
CiteSeer,LabelProp,transductive,3,0.3319999873638153,0.3319999873638153,0.3319999873638153,0.2800000011920929,0,3
CiteSeer,LabelProp,density_control,3,0.3319999873638153,0.3319999873638153,0.3319999873638153,0.2800000011920929,0,3
CiteSeer,LabelProp,inductive,3,0.3319999873638153,0.3319999873638153,0.3319999873638153,0.2800000011920929,0,3
CiteSeer,GCN,transductive,4,0.6380000114440918,0.6380000114440918,0.6380000114440918,0.6940000057220459,207,4
CiteSeer,GCN,density_control,4,0.6460000276565552,0.6460000276565552,0.6460000276565552,0.6819999814033508,239,4
CiteSeer,GCN,inductive,4,0.6340000033378601,0.6340000033378601,0.6340000033378601,0.6800000071525574,271,4
CiteSeer,GraphSAGE,transductive,4,0.6079999804496765,0.6079999804496765,0.6079999804496765,0.6840000152587891,217,4
CiteSeer,GraphSAGE,density_control,4,0.621999979019165,0.621999979019165,0.621999979019165,0.656000018119812,154,4
CiteSeer,GraphSAGE,inductive,4,0.6320000290870667,0.6320000290870667,0.6320000290870667,0.6679999828338623,107,4
CiteSeer,MLP,transductive,4,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.5619999766349792,171,4
CiteSeer,MLP,density_control,4,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.5619999766349792,171,4
CiteSeer,MLP,inductive,4,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.5619999766349792,171,4
CiteSeer,LabelProp,transductive,4,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3179999887943268,0,4
CiteSeer,LabelProp,density_control,4,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3179999887943268,0,4
CiteSeer,LabelProp,inductive,4,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3179999887943268,0,4
CiteSeer,GCN,transductive,5,0.6859999895095825,0.6859999895095825,0.6859999895095825,0.7039999961853027,116,5
CiteSeer,GCN,density_control,5,0.6899999976158142,0.6899999976158142,0.6899999976158142,0.7020000219345093,105,5
